date,statement_id,true_hawk,ai_promptA,ai_promptB,ai_promptC,yield_change
2022-02-03,DOC_1055,0.3299,0.3932,-0.243,0.1333,-6.11
2022-02-07,DOC_1056,0.3131,0.6054,0.2426,0.145,0.58
2022-02-09,DOC_1057,-0.4601,-0.4129,-0.7618,-0.5291,-4.23
2022-02-11,DOC_1058,-0.0047,0.3661,0.1459,0.2435,3.26
2022-02-15,DOC_1059,0.2382,0.4356,-0.095,0.4394,1.97
2022-02-17,DOC_1060,0.7101,1.1458,0.4966,0.8361,-0.38
2022-02-21,DOC_1061,0.5022,0.6586,0.3497,0.6934,4.69
2022-02-23,DOC_1062,-0.8113,-0.5789,-0.6336,-0.991,1.68
2022-02-25,DOC_1063,-0.0237,-0.0236,-0.4732,0.0469,-4.61
2022-03-01,DOC_1064,-0.1879,0.1235,-0.4549,-0.5938,4.23
2022-03-03,DOC_1065,-0.0168,0.0127,-0.1327,-0.1243,2.27
2022-03-07,DOC_1066,-0.0579,0.1654,-0.5179,-0.0099,0.54
2022-03-09,DOC_1067,-0.0009,0.3268,-0.2173,-0.0266,0.06
2022-03-11,DOC_1068,-0.1566,0.0881,-0.2535,-0.3004,-1.82
2022-03-15,DOC_1069,-0.3448,-0.0736,-0.6937,-0.2917,-0.15
2022-03-17,DOC_1070,0.3721,0.2785,0.252,0.6186,0.2
2022-03-21,DOC_1071,-0.0015,0.3325,0.0977,0.2439,3.24
2022-03-23,DOC_1072,0.0741,0.3913,0.3083,-0.0862,3.62
2022-03-25,DOC_1073,0.3751,0.2014,0.1861,0.3009,0.35
2022-03-29,DOC_1074,0.7271,0.5471,0.7601,0.5589,3.32
2022-03-31,DOC_1075,0.5834,0.4407,0.3967,0.2716,1.73
2022-04-04,DOC_1076,0.718,1.0218,0.5174,0.3604,3.65
2022-04-06,DOC_1077,0.4724,0.441,0.1448,0.7325,3.55
2022-04-08,DOC_1078,-0.3501,-0.1944,-0.4867,-0.2444,-1.36
2022-04-12,DOC_1079,-0.2553,-0.0846,-0.3801,-0.3922,-0.22
2022-04-14,DOC_1080,0.9725,0.9653,0.8778,1.0434,10.24
2022-04-18,DOC_1081,0.1092,-0.0191,-0.1516,0.2694,3.65
2022-04-20,DOC_1082,0.2848,0.522,0.2977,0.2014,0.48
2022-04-22,DOC_1083,0.3302,0.7922,0.5348,0.2681,0.66
2022-04-26,DOC_1084,-0.5504,-0.4292,-0.4901,-0.4909,-6.22
2022-04-28,DOC_1085,0.5023,0.6024,0.3202,0.5451,5.48
2022-05-02,DOC_1086,0.2536,0.5699,0.3182,0.3223,-1.39
2022-05-04,DOC_1087,0.0088,0.3359,0.0624,-0.0407,0.41
2022-05-06,DOC_1088,0.1704,0.1368,0.462,-0.1058,2.29
2022-05-10,DOC_1089,-0.5763,-0.4057,-0.8789,-0.7487,-8.76
2022-05-12,DOC_1090,-0.2924,0.2128,-0.5846,-0.0589,-6.6
2022-05-16,DOC_1091,-0.0833,-0.2612,-0.0744,0.0571,-2.82
2022-05-18,DOC_1092,0.0642,0.095,-0.2609,-0.0815,-0.63
2022-05-20,DOC_1093,0.4474,0.6329,0.4776,0.3132,0.09
2022-05-24,DOC_1094,0.7031,0.6128,0.694,0.6354,1.49
2022-05-26,DOC_1095,0.8707,0.9208,0.8617,0.6645,7.12
2022-05-30,DOC_1096,0.2218,0.3386,-0.0446,0.2752,1.79
2022-06-01,DOC_1097,0.4546,0.474,0.3833,0.1099,2.78
2022-06-03,DOC_1098,-0.4124,0.0935,-0.7348,-0.5677,-2.45
2022-06-07,DOC_1099,-0.6718,-0.3507,-0.6906,-0.4967,-6.01
2022-06-09,DOC_1100,0.2502,-0.0819,0.3758,0.0789,1.4
2022-06-13,DOC_1101,0.3136,0.3489,0.2807,0.2706,8.02
2022-06-15,DOC_1102,0.5419,0.3324,0.2421,0.7043,3.65
2022-06-17,DOC_1103,0.7328,0.7748,1.0314,0.7617,4.15
2022-06-21,DOC_1104,0.135,0.1728,0.3222,0.125,0.37
2022-06-23,DOC_1105,0.655,0.7405,0.5085,0.338,2.62
2022-06-27,DOC_1106,0.3541,0.6308,0.3815,0.4641,1.84
2022-06-29,DOC_1107,0.0306,0.2007,-0.2452,0.0609,0.42
2022-07-01,DOC_1108,0.4094,0.4266,0.7685,-0.0517,-0.89
2022-07-05,DOC_1109,0.1148,0.5458,0.0292,0.2246,5.07
2022-07-07,DOC_1110,0.2251,0.7507,-0.3458,0.3727,0.24
2022-07-11,DOC_1111,1.0,1.2182,1.1333,0.8734,3.41
2022-07-13,DOC_1112,0.388,0.1081,0.3843,0.3678,6.31
2022-07-15,DOC_1113,0.0809,0.0408,-0.1955,-0.3682,-2.34
2022-07-19,DOC_1114,0.0232,0.5261,-0.088,-0.1836,-1.5
2022-07-21,DOC_1115,0.2069,0.4181,0.2095,0.1086,-0.06
2022-07-25,DOC_1116,0.5408,0.7698,0.3855,0.5064,1.61
2022-07-27,DOC_1117,-0.3012,-0.0309,-0.8705,-0.1308,-0.75
2022-07-29,DOC_1118,0.8745,0.7693,0.5519,0.4493,0.99
2022-08-02,DOC_1119,-0.0474,0.0008,0.0026,-0.3427,-2.98
2022-08-04,DOC_1120,0.158,0.6398,0.1043,0.358,-3.06
2022-08-08,DOC_1121,-0.1558,0.1735,-0.1186,0.2588,4.33
2022-08-10,DOC_1122,-0.6697,-0.4885,-0.9087,-0.5308,-4.46
2022-08-12,DOC_1123,0.0566,0.0895,-0.1771,0.2802,2.64
2022-08-16,DOC_1124,-0.0597,-0.2117,-0.2299,0.028,-4.57
2022-08-18,DOC_1125,0.5808,0.5802,0.4247,0.6446,1.98
2022-08-22,DOC_1126,0.2003,0.1611,0.1624,0.3474,1.95
2022-08-24,DOC_1127,-0.1901,-0.0813,-0.2032,-0.167,2.16
2022-08-26,DOC_1128,0.0177,0.0972,-0.0943,-0.0738,-2.56
2022-08-30,DOC_1129,-0.0661,-0.0039,-0.687,-0.0557,0.92
2022-09-01,DOC_1130,-0.3507,0.1314,-0.5657,-0.2451,-4.11
2022-09-05,DOC_1131,-1.0,-0.482,-1.4406,-0.4881,-5.37
2022-09-07,DOC_1132,-0.5322,-0.1393,-0.8963,-0.579,-3.05
2022-09-09,DOC_1133,-0.2865,0.1371,-0.3698,0.0385,-6.42
2022-09-13,DOC_1134,-0.137,0.0542,-0.3197,-0.0106,-3.4
2022-09-15,DOC_1135,-0.2579,0.3557,-0.7624,-0.1667,-4.04
2022-09-19,DOC_1136,-0.2008,0.1821,-0.3181,-0.2616,-0.56
2022-09-21,DOC_1137,-0.5993,-0.2789,-0.9368,-0.3894,-0.4
2022-09-23,DOC_1138,-1.0,-0.8644,-1.2142,-0.9624,-4.39
2022-09-27,DOC_1139,-0.5355,-0.3941,-1.0312,-0.4379,-3.77
2022-09-29,DOC_1140,-0.2216,-0.1769,-0.2731,-0.0444,-1.36
2022-10-03,DOC_1141,0.7706,1.0679,0.9248,0.9629,9.73
2022-10-05,DOC_1142,0.4437,0.5404,0.1311,0.3258,3.97
2022-10-07,DOC_1143,0.4622,1.2138,0.3854,0.4496,8.55
2022-10-11,DOC_1144,0.2393,0.2877,-0.1911,0.457,0.34
2022-10-13,DOC_1145,-0.4561,-0.1562,-0.6936,-0.8411,-0.83
2022-10-17,DOC_1146,-0.3425,-0.1288,-0.6658,-0.2441,0.52
2022-10-19,DOC_1147,0.5557,0.7437,0.4812,0.4246,7.58
2022-10-21,DOC_1148,0.7873,1.0154,0.8262,0.7635,1.14
2022-10-25,DOC_1149,0.7064,0.9931,0.8094,1.0236,1.78
2022-10-27,DOC_1150,1.0,1.0872,1.2139,0.9171,7.34
2022-10-31,DOC_1151,0.3002,0.5563,0.2757,0.2793,-1.46
2022-11-02,DOC_1152,0.4926,0.2522,0.321,0.5631,-1.18
2022-11-04,DOC_1153,0.3601,0.4477,0.3259,0.4272,1.37
2022-11-08,DOC_1154,0.9341,0.8701,0.6311,0.9452,4.96
2022-11-10,DOC_1155,1.0,1.027,1.1368,0.7957,3.13
2022-11-14,DOC_1156,-0.162,0.0498,-0.0999,-0.2757,5.02
2022-11-16,DOC_1157,-0.2229,0.1133,-0.3716,-0.4071,0.31
2022-11-18,DOC_1158,-0.7537,-0.498,-1.1775,-0.3258,-2.37
2022-11-22,DOC_1159,-0.6258,-0.0113,-1.0449,-0.5938,-0.62
2022-11-24,DOC_1160,-0.258,-0.1168,-0.5022,-0.1741,0.86
2022-11-28,DOC_1161,0.2047,0.1199,-0.5752,0.5034,1.02
2022-11-30,DOC_1162,-0.3292,-0.0452,-0.4674,0.025,-7.56
2022-12-02,DOC_1163,0.3079,0.4278,-0.0431,0.4302,0.31
2022-12-06,DOC_1164,0.1799,0.3413,-0.1134,0.3091,1.06
2022-12-08,DOC_1165,0.5182,0.7924,0.5212,0.4801,2.22
2022-12-12,DOC_1166,0.5177,0.4882,0.5625,0.4353,1.91
2022-12-14,DOC_1167,0.3624,0.75,0.244,0.6255,2.39
2022-12-16,DOC_1168,0.703,1.1086,0.6279,0.5781,3.58
2022-12-20,DOC_1169,0.4777,0.6423,0.3215,0.5875,4.57
2022-12-22,DOC_1170,0.0272,0.0439,-0.053,-0.0645,0.53
2022-12-26,DOC_1171,-0.124,0.1285,-0.1294,-0.069,-0.12
2022-12-28,DOC_1172,0.2641,0.6882,0.091,0.4383,-3.13
2022-12-30,DOC_1173,0.3475,0.4744,0.2963,0.3308,3.68
2023-01-03,DOC_1174,0.718,0.9709,0.7237,0.8531,2.93
2023-01-05,DOC_1175,0.2834,0.2676,0.1453,0.6361,0.98
2023-01-09,DOC_1176,0.596,0.6112,0.6772,0.4639,2.21
2023-01-11,DOC_1177,1.0,0.9975,1.0477,0.8287,2.59
2023-01-13,DOC_1178,0.7916,0.4731,0.1948,0.9282,2.88
2023-01-17,DOC_1179,0.2132,0.3592,0.0286,0.2268,2.36
2023-01-19,DOC_1180,0.4117,0.4062,0.469,1.0864,4.43
2023-01-23,DOC_1181,-0.1898,-0.3292,-0.6295,-0.1356,-2.24
2023-01-25,DOC_1182,0.4602,0.6927,0.3088,0.4698,-0.37
2023-01-27,DOC_1183,0.0601,0.2051,-0.1568,0.0204,-2.14
2023-01-31,DOC_1184,-0.6124,-0.3179,-1.0262,-0.3656,1.64
2023-02-02,DOC_1185,-0.1805,0.196,-0.115,0.0127,1.07
2023-02-06,DOC_1186,0.3664,0.279,0.2378,0.362,5.64
2023-02-08,DOC_1187,0.7616,0.4999,0.5907,0.9232,7.42
2023-02-10,DOC_1188,0.2047,0.8672,0.0543,0.2391,2.88
2023-02-14,DOC_1189,0.1101,0.7441,-0.0791,0.3056,0.21
2023-02-16,DOC_1190,-0.0359,0.1912,-0.135,0.298,1.32
2023-02-20,DOC_1191,-0.4451,0.2961,-0.6129,-0.1638,3.52
2023-02-22,DOC_1192,0.1085,0.3173,-0.1259,0.3232,-0.1
2023-02-24,DOC_1193,0.0534,0.1675,0.1193,-0.1503,-6.15
2023-02-28,DOC_1194,0.3914,0.3835,0.1127,0.5572,1.44
2023-03-02,DOC_1195,0.298,0.3659,-0.0218,0.1574,6.93
2023-03-06,DOC_1196,0.9483,1.1566,0.9946,0.9882,0.38
2023-03-08,DOC_1197,0.1656,0.2558,0.0589,0.5627,-2.07
2023-03-10,DOC_1198,-0.0355,-0.0535,-0.2116,0.081,-3.16
2023-03-14,DOC_1199,-0.402,-0.0905,-0.3367,0.0437,0.08
2023-03-16,DOC_1200,-0.233,-0.2236,-0.6961,-0.2182,0.73
2023-03-20,DOC_1201,0.0507,-0.1495,0.0752,-0.0686,-1.51
2023-03-22,DOC_1202,0.0625,0.2961,0.0111,0.1144,-1.05
2023-03-24,DOC_1203,-0.312,-0.1084,-0.6364,-0.9213,1.5
2023-03-28,DOC_1204,0.78,0.8269,0.5988,0.6466,-2.47
2023-03-30,DOC_1205,-0.2469,-0.2068,-0.529,-0.8642,0.25
2023-04-03,DOC_1206,0.2813,0.3946,0.641,0.3534,0.37
2023-04-05,DOC_1207,0.4445,0.9463,0.3099,0.574,-2.56
2023-04-07,DOC_1208,-0.0828,-0.1026,-0.3036,-0.1183,-2.09
2023-04-11,DOC_1209,0.7957,0.4762,0.5399,0.9114,5.65
2023-04-13,DOC_1210,0.4759,0.5234,0.5562,0.44,5.91
2023-04-17,DOC_1211,0.578,0.7722,0.4697,0.5878,1.25
2023-04-19,DOC_1212,0.7029,0.8303,0.5953,0.647,0.58
2023-04-21,DOC_1213,0.1483,0.5334,0.2628,-0.2127,1.22
2023-04-25,DOC_1214,0.3531,0.7293,0.1322,0.7385,3.16
2023-04-27,DOC_1215,0.046,0.199,-0.1851,0.0574,-1.07
2023-05-01,DOC_1216,0.1316,0.3861,0.1489,-0.147,-0.79
2023-05-03,DOC_1217,0.3378,0.4305,0.5966,0.1944,0.61
2023-05-05,DOC_1218,0.4527,0.7249,0.3846,0.4326,4.36
2023-05-09,DOC_1219,-0.2759,0.071,-0.3361,-0.0436,-2.7
2023-05-11,DOC_1220,-0.0641,-0.0014,-0.0063,-0.0671,1.96
2023-05-15,DOC_1221,0.4096,0.2579,0.1859,0.4534,-1.92
2023-05-17,DOC_1222,-0.3226,0.0131,-0.4235,-0.0159,-7.29
2023-05-19,DOC_1223,-0.0503,0.5547,-0.0222,0.4582,1.0
2023-05-23,DOC_1224,0.0241,0.45,-0.4684,0.1535,-0.09
2023-05-25,DOC_1225,-0.2079,0.0638,-0.172,-0.1267,0.48
2023-05-29,DOC_1226,0.5632,0.7122,0.5672,0.2135,4.74
2023-05-31,DOC_1227,0.7986,0.8596,0.4334,0.8152,3.14
2023-06-02,DOC_1228,-0.4045,-0.0253,-0.8295,-0.2795,-1.16
2023-06-06,DOC_1229,-0.5486,-0.1195,-0.7597,-0.0244,-3.3
2023-06-08,DOC_1230,-0.4611,-0.426,-0.6913,-0.5104,-1.21
2023-06-12,DOC_1231,-0.3843,-0.1332,-0.6065,-0.1703,-0.11
2023-06-14,DOC_1232,0.2618,0.2018,0.2636,0.2044,2.09
2023-06-16,DOC_1233,0.1174,0.4133,-0.0854,0.2647,-1.01
2023-06-20,DOC_1234,0.7496,0.8659,1.1293,0.7381,0.61
2023-06-22,DOC_1235,-0.2903,-0.4281,-0.6911,-0.4941,-3.22
2023-06-26,DOC_1236,-0.4191,-0.2502,-0.8234,-0.2763,-4.0
2023-06-28,DOC_1237,-0.1231,-0.0348,-0.4486,-0.3406,2.52
2023-06-30,DOC_1238,0.3061,0.3838,0.0889,0.3576,1.65
2023-07-04,DOC_1239,0.5902,0.9908,0.2787,0.765,6.27
2023-07-06,DOC_1240,0.5228,0.5739,0.2357,0.3599,4.65
2023-07-10,DOC_1241,0.0272,0.2053,-0.2298,-0.38,0.07
2023-07-12,DOC_1242,-0.9041,-0.4672,-0.8706,-0.67,-7.0
2023-07-14,DOC_1243,-0.5131,-0.1349,-0.8923,-0.4529,-3.29
2023-07-18,DOC_1244,-0.172,0.3066,-0.3801,0.0531,8.78
2023-07-20,DOC_1245,0.4373,0.6374,0.4404,0.0633,2.17
2023-07-24,DOC_1246,-0.3099,0.1273,-0.3142,-0.0485,-0.26
2023-07-26,DOC_1247,-0.3866,-0.3661,-0.2009,-0.7913,-2.33
2023-07-28,DOC_1248,-0.01,0.2751,-0.0065,-0.1552,1.27
2023-08-01,DOC_1249,0.294,0.4636,-0.0932,0.2066,-0.62
2023-08-03,DOC_1250,0.25,0.2533,-0.2279,0.5008,1.08
2023-08-07,DOC_1251,0.4495,0.6215,0.5118,0.2009,-0.11
2023-08-09,DOC_1252,0.3722,0.455,0.7376,0.1861,3.51
2023-08-11,DOC_1253,0.7585,0.6322,0.7686,0.7444,4.56
2023-08-15,DOC_1254,-0.0414,0.2653,0.1454,0.0101,-1.33
2023-08-17,DOC_1255,-0.2709,-0.2095,-0.2053,-0.5495,-0.29
2023-08-21,DOC_1256,0.3398,0.4762,0.1819,-0.0701,-0.42
2023-08-23,DOC_1257,0.6005,0.8811,0.5733,0.6168,-0.56
2023-08-25,DOC_1258,-0.0652,0.4428,-0.4947,0.1089,-0.4
2023-08-29,DOC_1259,0.1326,0.4648,-0.0607,-0.1988,-1.45
2023-08-31,DOC_1260,-0.4552,-0.2766,-0.3714,-0.3981,-1.59
2023-09-04,DOC_1261,-1.0,-0.7046,-1.5,-1.2155,-3.37
2023-09-06,DOC_1262,0.0749,0.3056,-0.0607,0.0373,-0.89
2023-09-08,DOC_1263,0.2599,-0.095,-0.0221,0.2243,-2.02
2023-09-12,DOC_1264,0.2616,0.4306,0.0177,0.2299,2.97
2023-09-14,DOC_1265,0.3596,0.2802,-0.1429,0.3117,0.4
2023-09-18,DOC_1266,-0.7174,-0.4646,-1.1224,-0.6075,-3.57
2023-09-20,DOC_1267,-0.002,0.177,-0.1136,0.1867,-1.57
2023-09-22,DOC_1268,0.166,0.214,0.2639,0.1516,5.09
2023-09-26,DOC_1269,-0.4771,-0.3802,-0.352,-0.1802,-2.8
2023-09-28,DOC_1270,-0.0855,0.0208,-0.1611,0.1017,-2.87
2023-10-02,DOC_1271,0.0715,0.3839,-0.2889,0.2923,-1.59
2023-10-04,DOC_1272,0.348,0.5708,0.1542,-0.0162,2.08
2023-10-06,DOC_1273,0.5736,1.0029,0.4394,0.7016,1.77
2023-10-10,DOC_1274,0.931,0.9086,0.7809,0.9069,4.7
2023-10-12,DOC_1275,1.0,1.018,1.422,0.9009,-1.56
2023-10-16,DOC_1276,0.3079,0.3897,0.2223,0.2503,-5.62
2023-10-18,DOC_1277,-0.5214,-0.1285,-0.7922,-0.3321,-0.01
2023-10-20,DOC_1278,-0.4695,-0.0663,-0.4511,-0.1265,-2.51
2023-10-24,DOC_1279,-0.4923,-0.0899,-0.7811,-0.2986,-3.47
2023-10-26,DOC_1280,-1.0,-0.6672,-1.4324,-1.0876,-5.19
2023-10-30,DOC_1281,-0.674,-0.4927,-0.8468,-0.7436,-3.39
2023-11-01,DOC_1282,-0.5368,-0.3355,-0.5041,-0.8044,0.75
2023-11-03,DOC_1283,0.344,0.5447,0.0175,0.5652,3.82
2023-11-07,DOC_1284,-0.006,-0.0213,-0.1719,0.0338,0.14
2023-11-09,DOC_1285,-0.2986,-0.3912,-0.6077,-0.2643,-1.06
2023-11-13,DOC_1286,0.457,0.3965,0.496,0.5248,3.22
2023-11-15,DOC_1287,-0.3228,0.0298,-0.6049,-0.1701,-1.73
2023-11-17,DOC_1288,-0.103,0.0869,-0.0048,-0.0901,-2.43
2023-11-21,DOC_1289,0.7185,1.0049,0.8667,0.8482,1.42
2023-11-23,DOC_1290,0.7165,0.7333,0.7396,0.8211,4.91
2023-11-27,DOC_1291,0.441,0.1721,0.6585,0.4016,1.67
2023-11-29,DOC_1292,0.3475,0.7326,0.2911,0.5384,2.16
2023-12-01,DOC_1293,-0.0315,0.2237,0.0568,0.1938,-2.24
2023-12-05,DOC_1294,0.2604,0.2176,-0.1763,0.509,7.35
2023-12-07,DOC_1295,0.1509,0.518,0.3436,0.1952,2.07
2023-12-11,DOC_1296,0.4004,0.6821,0.428,0.2894,6.6
2023-12-13,DOC_1297,-0.4981,-0.142,-0.8681,-0.5096,-4.42
2023-12-15,DOC_1298,0.2503,0.0943,-0.1618,0.3876,0.99
2023-12-19,DOC_1299,0.2814,0.2483,0.3861,0.4371,7.09
2023-12-21,DOC_1300,0.2501,0.7528,0.6118,0.1519,1.26
2023-12-25,DOC_1301,0.1364,0.0865,-0.104,-0.1831,-0.03
2023-12-27,DOC_1302,-0.0089,0.0537,-0.4666,0.0937,-2.85
2023-12-29,DOC_1303,-0.6873,-0.5232,-1.059,-0.5019,-3.24
2024-01-02,DOC_1304,-1.0,-0.5361,-1.4123,-1.2519,-5.76
2024-01-04,DOC_1305,-0.1246,-0.0864,-0.383,0.062,-5.57
2024-01-08,DOC_1306,-0.0017,0.0378,-0.1715,-0.0202,2.72
2024-01-10,DOC_1307,0.6809,0.7075,0.8644,0.794,6.43
2024-01-12,DOC_1308,-0.0863,0.661,-0.2235,-0.0562,-4.34
2024-01-16,DOC_1309,0.3425,0.6558,0.1896,0.4059,7.1
2024-01-18,DOC_1310,-0.0822,0.0188,-0.4244,0.0037,2.85
2024-01-22,DOC_1311,-0.8229,-0.748,-0.969,-1.0385,-3.82
2024-01-24,DOC_1312,-0.7289,-0.4306,-1.018,-0.7162,-3.38
2024-01-26,DOC_1313,-0.634,-0.4208,-1.0745,-0.2825,-9.05
2024-01-30,DOC_1314,-0.758,-0.4293,-1.3401,-1.0376,-1.08
2024-02-01,DOC_1315,-0.8517,-0.0233,-1.1906,-0.5363,-4.71
2024-02-05,DOC_1316,-0.7891,-0.4747,-0.9001,-0.4888,-3.25
2024-02-07,DOC_1317,0.1779,0.443,-0.0671,0.2142,6.16
2024-02-09,DOC_1318,0.4811,0.6233,0.614,0.1551,-0.08
2024-02-13,DOC_1319,0.3608,0.3325,0.2283,0.2659,-3.04
2024-02-15,DOC_1320,0.7576,1.1541,0.9433,1.1347,3.8
2024-02-19,DOC_1321,0.4033,0.6993,0.4654,0.1472,3.73
2024-02-21,DOC_1322,-0.4067,-0.2971,-0.3153,-0.3369,-3.39
2024-02-23,DOC_1323,-0.2011,0.2833,-0.4102,-0.5661,-0.57
2024-02-27,DOC_1324,0.4441,0.6261,0.3188,0.4545,1.52
2024-02-29,DOC_1325,0.2688,0.737,0.0557,0.2697,2.42
2024-03-04,DOC_1326,0.2734,0.107,0.3023,0.2417,2.82
2024-03-06,DOC_1327,-0.0715,0.2065,-0.1411,0.0529,4.41
2024-03-08,DOC_1328,0.5161,0.6612,0.2447,1.0184,3.52
2024-03-12,DOC_1329,0.2485,0.764,-0.0943,0.2288,4.31
2024-03-14,DOC_1330,0.5336,0.4096,0.5012,0.5217,6.05
2024-03-18,DOC_1331,0.1471,0.4131,-0.0784,-0.0868,-1.55
2024-03-20,DOC_1332,-0.041,-0.122,-0.2228,-0.0021,0.05
2024-03-22,DOC_1333,-0.1819,0.177,-0.5278,-0.0856,-2.75
2024-03-26,DOC_1334,-0.5053,-0.5993,-0.6913,-0.7922,-1.48
2024-03-28,DOC_1335,-0.4886,-0.4528,-0.7711,-0.0568,-5.54
2024-04-01,DOC_1336,-0.4468,0.0723,-0.616,-0.546,-3.66
2024-04-03,DOC_1337,0.2789,0.4095,0.1055,0.407,3.03
2024-04-05,DOC_1338,-0.5516,-0.3636,-0.7748,-0.5317,-1.42
2024-04-09,DOC_1339,-0.4347,-0.1353,-0.5183,-0.0686,-9.48
2024-04-11,DOC_1340,-0.2429,0.1464,-0.6381,-0.2173,-1.87
2024-04-15,DOC_1341,0.5649,0.5825,0.2408,0.4122,4.2
2024-04-17,DOC_1342,0.3892,0.5138,0.1269,0.2848,0.77
2024-04-19,DOC_1343,1.0,0.913,1.1769,0.9298,8.89
2024-04-23,DOC_1344,-0.0417,0.273,-0.149,0.038,-0.46
2024-04-25,DOC_1345,-0.1693,-0.2035,-0.4642,-0.2407,0.35
2024-04-29,DOC_1346,-0.1241,-0.2025,0.2102,0.1163,-7.59
2024-05-01,DOC_1347,-0.897,-0.6331,-1.1453,-0.7822,-4.97
2024-05-03,DOC_1348,-0.9144,-0.5484,-1.0902,-0.7851,1.96
2024-05-07,DOC_1349,0.0758,0.1243,-0.6049,0.0701,0.33
2024-05-09,DOC_1350,-0.0281,0.0339,-0.2044,0.2748,-2.15
2024-05-13,DOC_1351,0.1449,0.1875,0.1585,0.3327,0.5
2024-05-15,DOC_1352,0.1907,0.3349,0.0746,0.4894,-0.38
2024-05-17,DOC_1353,0.2783,0.3682,0.2941,0.3804,3.34
2024-05-21,DOC_1354,-0.1921,-0.0989,-0.257,-0.0193,-2.96
2024-05-23,DOC_1355,-0.5516,-0.4977,-1.0392,-0.7553,-2.5
2024-05-27,DOC_1356,-1.0,-0.3201,-1.1335,-1.1185,-8.09
2024-05-29,DOC_1357,-0.1702,-0.321,-0.2279,-0.3708,-1.24
2024-05-31,DOC_1358,0.7238,0.4676,0.678,0.7792,3.67
2024-06-04,DOC_1359,0.4934,0.4876,0.311,0.5404,6.11
2024-06-06,DOC_1360,-0.2368,0.4147,-0.668,0.1196,-2.2
2024-06-10,DOC_1361,-0.6975,-0.571,-1.2483,-0.6397,-7.33
2024-06-12,DOC_1362,-0.0288,-0.2826,-0.361,0.0323,-3.63
2024-06-14,DOC_1363,0.207,0.4738,0.01,0.1397,-3.07
2024-06-18,DOC_1364,-0.3115,-0.3778,-0.5347,-0.283,-1.14
2024-06-20,DOC_1365,-0.3714,0.0503,-0.382,-0.2689,-2.66
2024-06-24,DOC_1366,-0.5754,-0.2252,-0.7275,-0.6465,-2.89
2024-06-26,DOC_1367,-0.5885,-0.2896,-0.7054,-0.6647,0.44
2024-06-28,DOC_1368,-0.4012,-0.0284,-0.6115,-0.8292,-1.93
2024-07-02,DOC_1369,-0.7458,-0.4296,-1.0279,-0.5537,-2.54
2024-07-04,DOC_1370,-0.2536,0.168,-0.4992,-0.1809,0.92
2024-07-08,DOC_1371,0.4343,0.8993,0.3681,0.5759,0.65
2024-07-10,DOC_1372,0.1152,0.327,-0.2885,0.2906,0.58
2024-07-12,DOC_1373,-0.2365,-0.0554,-0.3671,-0.3353,1.53
2024-07-16,DOC_1374,-0.3107,0.0609,-0.4467,-0.2517,-2.32
2024-07-18,DOC_1375,-0.2785,0.0442,-0.4559,-0.7883,-3.64
2024-07-22,DOC_1376,-0.1094,-0.1935,-0.6818,-0.2704,0.06
2024-07-24,DOC_1377,1.0,1.0604,0.7194,0.8252,7.03
2024-07-26,DOC_1378,0.5925,0.8828,1.003,0.5205,1.5
2024-07-30,DOC_1379,0.947,0.8918,0.9931,0.7578,7.89
2024-08-01,DOC_1380,0.4553,0.4668,0.4284,0.4244,-0.79
2024-08-05,DOC_1381,0.2693,0.4864,-0.0253,0.01,0.54
2024-08-07,DOC_1382,-0.6461,-0.6977,-0.9655,-0.3968,-4.72
2024-08-09,DOC_1383,0.2478,0.1206,-0.1322,0.2334,0.45
2024-08-13,DOC_1384,0.8216,0.5476,1.1435,1.0403,5.31
2024-08-15,DOC_1385,0.9485,1.278,0.9419,0.7265,-0.75
2024-08-19,DOC_1386,0.6586,0.744,0.3531,0.2409,4.2
2024-08-21,DOC_1387,0.097,0.3869,-0.6216,0.0153,-4.35
2024-08-23,DOC_1388,0.2319,0.4179,0.2153,0.6317,2.67
2024-08-27,DOC_1389,0.9937,1.0203,0.9462,1.1062,4.14
2024-08-29,DOC_1390,0.6107,0.8581,0.6594,0.6015,2.0
2024-09-02,DOC_1391,1.0,1.0011,0.7556,1.077,1.12
2024-09-04,DOC_1392,0.6198,0.5962,0.401,0.4541,0.09
2024-09-06,DOC_1393,0.1725,0.0421,0.2317,0.1667,-0.85
2024-09-10,DOC_1394,0.1128,0.5609,0.1,-0.0861,2.03
2024-09-12,DOC_1395,-0.2537,-0.0957,-0.4556,0.0529,-3.01
2024-09-16,DOC_1396,0.5736,0.7605,0.5731,0.6478,-0.11
2024-09-18,DOC_1397,0.6694,1.0198,0.514,0.6677,8.14
2024-09-20,DOC_1398,0.0201,0.0716,-0.2872,0.2173,6.12
2024-09-24,DOC_1399,0.3844,0.299,0.0976,0.6176,2.3
2024-09-26,DOC_1400,0.167,0.5984,-0.1928,0.1364,0.92
2024-09-30,DOC_1401,-0.2335,-0.2121,-0.3008,0.1171,-11.1
2024-10-02,DOC_1402,-0.6466,-0.4682,-1.1073,-0.6108,-3.88
2024-10-04,DOC_1403,-0.2812,-0.1525,-0.505,-0.0217,-6.19
2024-10-08,DOC_1404,0.8979,0.8025,0.7691,0.9174,1.93
2024-10-10,DOC_1405,0.2229,0.5182,0.0274,0.3925,7.46
2024-10-14,DOC_1406,0.5258,0.2796,0.867,0.5196,3.97
